Rank,Release Group,Worldwide,Domestic,%,Foreign,%
"1,529",A Lego Brickumentary,"$101,531","$101,531",100%,-,-
"1,530",Man from Reno,"$101,438","$101,438",100%,-,-
"1,531",James White,"$101,368","$101,368",100%,-,-
"1,532",Losers,"$100,903",-,-,"$100,903",100%
"1,533",Trót Yêu,"$100,602",-,-,"$100,602",100%
"1,534",Rosita,"$99,994",-,-,"$99,994",100%
"1,535",The von Trapp Family: A Life of Music,"$99,967",-,-,"$99,967",100%
"1,536",Cemetery of Splendor,"$98,932","$51,950",52.5%,"$46,982",47.5%
"1,537",Food and Shelter,"$98,734",-,-,"$98,734",100%
"1,538",Pianists Street,"$98,327",-,-,"$98,327",100%
"1,539",Gadaar: The Traitor,"$98,262",-,-,"$98,262",100%
"1,540",The Here After,"$97,699",-,-,"$97,699",100%
"1,541",Äidin toive,"$97,302",-,-,"$97,302",100%
"1,542",Selección canina,"$97,268",-,-,"$97,268",100%
"1,543",Difret,"$97,205","$49,667",51.1%,"$47,538",48.9%
"1,544",Trash 2015 Re-release,"$97,190",-,-,"$97,190",100%
"1,545",Sunshine Superman,"$96,715","$88,097",91.1%,"$8,618",8.9%
"1,546",A Poem Is a Naked Person,"$96,592","$96,592",100%,-,-
"1,547",Wyrmwood: Road of the Dead,"$96,372",-,-,"$96,372",100%
"1,548",Ku'fa: Cin Kapani,"$96,188",-,-,"$96,188",100%
"1,549",The Jakes Are Missing,"$96,093",-,-,"$96,093",100%
"1,550",Cruel State,"$95,327",-,-,"$95,327",100%
"1,551",Queen of Earth,"$95,183","$91,218",95.8%,"$3,965",4.2%
"1,552",The Runner,"$93,296",-,-,"$93,296",100%
"1,553",Hello I Am David!,"$91,561",-,-,"$91,561",100%
"1,554",Legends from the Sky,"$91,462","$91,462",100%,-,-
"1,555",Beasts of No Nation,"$90,777","$90,777",100%,-,-
"1,556",Atlit,"$90,456",-,-,"$90,456",100%
"1,557",Dark Horse,"$90,136","$90,136",100%,-,-
"1,558",Rattle the Cage,"$89,983",-,-,"$89,983",100%
"1,559",Sharafat Gayi Tel Lene,"$89,637",-,-,"$89,637",100%
"1,560",Ghadi 2015 Re-release,"$89,606",-,-,"$89,606",100%
"1,561",The Lost Choices,"$89,553",-,-,"$89,553",100%
"1,562",Battle Up,"$88,843",-,-,"$88,843",100%
"1,563",Hyena Road,"$87,768","$1,430",1.6%,"$86,338",98.4%
"1,564",Angel on My Nerves,"$87,648",-,-,"$87,648",100%
"1,565",The Pack,"$87,370",-,-,"$87,370",100%
"1,566",The Smell of Us,"$87,212",-,-,"$87,212",100%
"1,567",Isla Bonita,"$87,037",-,-,"$87,037",100%
"1,568",Love Is a Story,"$86,910",-,-,"$86,910",100%
"1,569",Gueros,"$86,736","$60,114",69.3%,"$26,622",30.7%
"1,570",Tab Hunter Confidential,"$85,812","$85,812",100%,-,-
"1,571",Somewhere Amazing,"$85,767",-,-,"$85,767",100%
"1,572",Kabukicho Love Hotel,"$85,261",-,-,"$85,261",100%
"1,573",Hallåhallå 2015 Re-release,"$85,063",-,-,"$85,063",100%
"1,574",Planet Ottakring,"$84,841",-,-,"$84,841",100%
"1,575",Heaven Knows What,"$84,417","$80,734",95.6%,"$3,683",4.4%
"1,576",The Diabolical,"$84,259",-,-,"$84,259",100%
"1,577",J. Kessels,"$84,054",-,-,"$84,054",100%
"1,578",The Hero of Color City 2015 Re-release,"$83,147",-,-,"$83,147",100%
"1,579",Rubbers,"$82,510",-,-,"$82,510",100%
"1,580",Bernie 2015 Re-release,"$82,420",-,-,"$82,420",100%
"1,581",Careful What You Wish For,"$82,230",-,-,"$82,230",100%
"1,582",UNindian,"$81,633",-,-,"$81,633",100%
"1,583",Vontade e Vencer,"$81,628",-,-,"$81,628",100%
"1,584",The Girl in the Book,"$81,379","$8,245",10.1%,"$73,134",89.9%
"1,585",OK Kanmani,"$81,340",-,-,"$81,340",100%
"1,586",Comeback,"$81,323",-,-,"$81,323",100%
"1,587",La Prima Luce,"$81,146",-,-,"$81,146",100%
"1,588",Nasty Baby,"$80,772","$79,800",98.8%,$972,1.2%
"1,589",Trace Amounts,"$80,735","$80,735",100%,-,-
"1,590",Wie die anderen,"$79,707",-,-,"$79,707",100%
"1,591",Onder het hart,"$79,330",-,-,"$79,330",100%
"1,592",Under the Mark,"$78,920",-,-,"$78,920",100%
"1,593",Ivy,"$78,862",-,-,"$78,862",100%
"1,594",Blackbird,"$78,400","$78,400",100%,-,-
"1,595",Animal Kingdom: Let's go Ape 2015 Re-release,"$78,025",-,-,"$78,025",100%
"1,596",Chto tvoryat muzhchiny! 2,"$77,740",-,-,"$77,740",100%
"1,597",Héctor 2015 Re-release,"$77,682",-,-,"$77,682",100%
"1,598",Chevalier,"$77,590","$25,696",33.1%,"$51,894",66.9%
"1,599",Nightlight,"$77,567",-,-,"$77,567",100%
"1,600",A Love You,"$77,357",-,-,"$77,357",100%
"1,601",The New Rijksmuseum - The Film,"$76,460","$40,578",53.1%,"$35,882",46.9%
"1,602",Being AP,"$76,196",-,-,"$76,196",100%
"1,603",Catching Haider,"$75,793",-,-,"$75,793",100%
"1,604","Les trois frères, le retour 2015 Re-release","$75,454",-,-,"$75,454",100%
"1,605",We Are Family 2015 Re-release,"$75,421",-,-,"$75,421",100%
"1,606",The Metropolitan Opera HD Live: Lehár: The Merry Widow,"$75,229",-,-,"$75,229",100%
"1,607",El Cinco,"$75,067",-,-,"$75,067",100%
"1,608",Raven the Little Rascal 2015 Re-release,"$74,763",-,-,"$74,763",100%
"1,609",Batkid Begins: The Wish Heard Around the World,"$74,709","$74,709",100%,-,-
"1,610",The World Is Mine,"$74,664",-,-,"$74,664",100%
"1,611",At the Devil's Door,"$74,624",-,-,"$74,624",100%
"1,612",The Apaches,"$74,287",-,-,"$74,287",100%
"1,613",Cha-lui Taekhobfah,"$74,130",-,-,"$74,130",100%
"1,614",The Keeping Room,"$73,922","$27,166",36.7%,"$46,756",63.3%
"1,615",Wunder der Lebenskraft,"$73,820",-,-,"$73,820",100%
"1,616",War Pigs,"$73,701",-,-,"$73,701",100%
"1,617",National Theatre Live: Man and Superman,"$73,522",-,-,"$73,522",100%
"1,618",The Pro,"$72,731",-,-,"$72,731",100%
"1,619",Partisan,"$72,151",-,-,"$72,151",100%
"1,620",Zabak Ribit,"$71,964",-,-,"$71,964",100%
"1,621",The Chambermaid Lynn,"$71,918",$315,0.4%,"$71,603",99.6%
"1,622",Que viva la música,"$71,236",-,-,"$71,236",100%
"1,623",Stung,"$71,085",-,-,"$71,085",100%
"1,624",Nausea,"$71,022",-,-,"$71,022",100%
"1,625",Drei Eier im Glas,"$71,007",-,-,"$71,007",100%
"1,626",Freaks of Nature,"$70,958","$70,958",100%,-,-
"1,627",Valiant Rooster,"$70,661",-,-,"$70,661",100%
"1,628",Reverse,"$70,553",-,-,"$70,553",100%
"1,629",Takim: Mahalle Askina!,"$70,328",-,-,"$70,328",100%
"1,630",Journey to the Shore,"$70,296",-,-,"$70,296",100%
"1,631",Second Chance,"$69,460",-,-,"$69,460",100%
"1,632",Hayati Mbahdala,"$69,432",-,-,"$69,432",100%
"1,633",Back to the Jurassic,"$69,423","$4,351",6.3%,"$65,072",93.7%
"1,634",Fuer Elise,"$69,279",-,-,"$69,279",100%
"1,635",Noma: My Perfect Storm,"$68,622","$21,130",30.8%,"$47,492",69.2%
"1,636",Road,"$68,325",-,-,"$68,325",100%
"1,637",Hero Naam Yaad Rakhi,"$67,983",-,-,"$67,983",100%
"1,638",I Am Big Bird: The Caroll Spinney Story,"$67,845","$67,845",100%,-,-
"1,639","Stroppy Cow, Stubborn Ram","$67,838",-,-,"$67,838",100%
"1,640",The Messenger,"$67,816","$67,816",100%,-,-
"1,641",Turbo Kid,"$67,069","$67,069",100%,-,-
"1,642",Hon Ma Thuc Tinh,"$66,793",-,-,"$66,793",100%
"1,643",Siska Deluxe,"$66,709",-,-,"$66,709",100%
"1,644",Carta a una sombra,"$66,684",-,-,"$66,684",100%
"1,645",The Lovers,"$66,428",-,-,"$66,428",100%
"1,646",Darbe,"$66,145",-,-,"$66,145",100%
"1,647",Guia In Love,"$66,115",-,-,"$66,115",100%
"1,648",Frenzy,"$66,111",-,-,"$66,111",100%
"1,649",Garden of Eden,"$65,830",-,-,"$65,830",100%
"1,650",Tiger House,"$65,821",-,-,"$65,821",100%
"1,651",Sonsuz Bir Ask,"$65,761",-,-,"$65,761",100%
"1,652",The Lesson,"$65,142","$9,045",13.9%,"$56,097",86.1%
"1,653",Larry Gaye: Renegade Male Flight Attendant,"$65,100",-,-,"$65,100",100%
"1,654",Cymbeline,"$64,851",-,-,"$64,851",100%
"1,655",Sneeukoningin,"$64,601",-,-,"$64,601",100%
"1,656",The Metropolitan Opera HD Live: Wagner: Tannhäuser,"$64,495",-,-,"$64,495",100%
"1,657",Eyal Harifa,"$64,149",-,-,"$64,149",100%
"1,658",Paulette 2015 Re-release,"$64,125","$29,494",46%,"$34,631",54%
"1,659",Now Add Honey,"$63,683",-,-,"$63,683",100%
"1,660",NN: Sin Identidad,"$63,679",-,-,"$63,679",100%
"1,661",I Smile Back,"$63,373","$58,738",92.7%,"$4,635",7.3%
"1,662",Murieron por encima de sus posibilidades,"$63,206",-,-,"$63,206",100%
"1,663",The Inspired Island Part 2,"$62,994",-,-,"$62,994",100%
"1,664",The Corpse of Anna Fritz,"$62,886",-,-,"$62,886",100%
"1,665",Drunk Stoned Brilliant Dead,"$62,660","$62,660",100%,-,-
"1,666",B,"$62,463",-,-,"$62,463",100%
"1,667",Thoongaavanam,"$62,398",-,-,"$62,398",100%
"1,668",Ponte Aérea,"$62,173",-,-,"$62,173",100%
"1,669",Boys of Abu Ghraib,"$62,096",-,-,"$62,096",100%
"1,670",The Grandfather of My Dreams,"$61,966",-,-,"$61,966",100%
"1,671",Dark Star: HR Gigers Welt,"$61,845","$61,845",100%,-,-
"1,672",Ella y el miedo,"$61,669",-,-,"$61,669",100%
"1,673",Münafik,"$61,372",-,-,"$61,372",100%
"1,674",Evlenmeden Olmaz,"$61,321",-,-,"$61,321",100%
"1,675",Tattoo,"$61,315",-,-,"$61,315",100%
"1,676",Amnesiac,"$61,192",-,-,"$61,192",100%
"1,677",Harah Maznuqah,"$61,125",-,-,"$61,125",100%
"1,678",A Family Affair,"$61,045",-,-,"$61,045",100%
"1,679",Harbinger Down,"$61,036",-,-,"$61,036",100%
"1,680",Papeles en el viento,"$60,358",-,-,"$60,358",100%
"1,681",Promachan Sao-Phansayong,"$59,774",-,-,"$59,774",100%
"1,682",El Khalbos,"$59,551",-,-,"$59,551",100%
"1,683",Luis Trenker-Der Schmale Grat der Wahrheit,"$59,360",-,-,"$59,360",100%
"1,684",Red Wine in the Dark Night,"$59,358",-,-,"$59,358",100%
"1,685",Khruato,"$59,272",-,-,"$59,272",100%
"1,686",Kaaki Sattai,"$59,021",-,-,"$59,021",100%
"1,687",Weekend,"$58,507",-,-,"$58,507",100%
"1,688",Lemon Tree Passage,"$58,496",-,-,"$58,496",100%
"1,689",Rififi 2015 Re-release,"$57,749","$57,749",100%,-,-
"1,690",Vuelo Sobre Ti Zapato 3,"$57,726",-,-,"$57,726",100%
"1,691",Court,"$57,416","$22,898",39.9%,"$34,518",60.1%
"1,692",Lang Tong,"$56,609",-,-,"$56,609",100%
"1,693",The Youth,"$56,605",-,-,"$56,605",100%
"1,694",Chung Cu Ma,"$56,247",-,-,"$56,247",100%
"1,695",Cesta vzhuru,"$55,654",-,-,"$55,654",100%
"1,696",Rumbling,"$55,560",-,-,"$55,560",100%
"1,697",Entertainment,"$55,506","$55,506",100%,-,-
"1,698",Stockholm 2015 Re-release,"$55,192",-,-,"$55,192",100%
"1,699",What Our Fathers Did: A Nazi Legacy,"$54,603","$40,119",73.5%,"$14,484",26.5%
"1,700",Princess of Rome,"$54,580",-,-,"$54,580",100%
"1,701",We Will Sing,"$54,360",-,-,"$54,360",100%
"1,702",The Search for General Tso,"$54,275","$54,275",100%,-,-
"1,703",Wi-seon-ja-deul,"$54,129",-,-,"$54,129",100%
"1,704",The Summer of Sangaile,"$53,843","$4,480",8.3%,"$49,363",91.7%
"1,705",Blunt Force Trauma,"$53,752",-,-,"$53,752",100%
"1,706",Love Thy Nature,"$52,947","$41,149",77.7%,"$11,798",22.3%
"1,707",Reverse 666,"$52,923",-,-,"$52,923",100%
"1,708",Quay,"$51,858","$51,858",100%,-,-
"1,709",Goroskop na udachu,"$51,803",-,-,"$51,803",100%
"1,710",The Debt,"$51,534",-,-,"$51,534",100%
"1,711",The Yes Men Are Revolting,"$51,331","$50,190",97.8%,"$1,141",2.2%
"1,712",Piyasadan Büyük Alacagimiz Var,"$51,322",-,-,"$51,322",100%
"1,713",Thanga Magan,"$51,079",-,-,"$51,079",100%
"1,714",Gekijouban Shimajirou no wao!: Shimajirou to ookina ki,"$51,024",-,-,"$51,024",100%
"1,715",Captain Masr,"$50,866",-,-,"$50,866",100%
"1,716",The Dog Who Saved Summer,"$50,806",-,-,"$50,806",100%
"1,717","Wenn du wüsstest, wie schön es hier ist","$50,604",-,-,"$50,604",100%
"1,718",The Emperor's New Clothes,"$50,539",-,-,"$50,539",100%
"1,719",Radiator,"$50,447",-,-,"$50,447",100%
"1,720",The Romantic Exiles,"$50,389",-,-,"$50,389",100%
"1,721",Crossing Rachmaninoff,"$49,999",-,-,"$49,999",100%
"1,722",Spring,"$49,970","$49,970",100%,-,-
"1,723",Eksik,"$49,621",-,-,"$49,621",100%
"1,724",Red Herring,"$49,480","$49,480",100%,-,-
"1,725",Captive 2015 Re-release,"$49,450",-,-,"$49,450",100%
"1,726",Lee & Cindy C.,"$49,446",-,-,"$49,446",100%
"1,727",The Seven Five,"$48,869","$48,869",100%,-,-
"1,728",Apocalypse,"$48,569",-,-,"$48,569",100%
"1,729",Malesh Ehna Benetbahdel 2015 Re-release,"$48,365",-,-,"$48,365",100%
"1,730",You're Ugly Too,"$48,286",-,-,"$48,286",100%
"1,731",Ayanda,"$48,118",-,-,"$48,118",100%
"1,732",The Forbidden Room,"$48,082","$34,404",71.6%,"$13,678",28.4%
"1,733",Öyle ya da Böyle,"$47,501",-,-,"$47,501",100%
"1,734",Gassal,"$46,809",-,-,"$46,809",100%
"1,735",Unlucky Plaza,"$46,732",-,-,"$46,732",100%
"1,736",Mom and Other Loonies in the Family,"$46,507",-,-,"$46,507",100%
"1,737",Shanghai 2015 Re-release,"$46,425","$46,425",100%,-,-
"1,738",Mediterranea,"$46,392","$22,076",47.6%,"$24,316",52.4%
"1,739",Super Hero Taisen GP: Kamen Rider 3,"$45,911",-,-,"$45,911",100%
"1,740",Alien Outpost,"$45,769",-,-,"$45,769",100%
"1,741",An Eye for Beauty,"$45,513","$9,395",20.6%,"$36,118",79.4%
"1,742",Hatched: Chicks Gone Wild,"$45,344",-,-,"$45,344",100%
"1,743",River of Fundament,"$44,840","$44,840",100%,-,-
"1,744",Odödliga,"$44,608",-,-,"$44,608",100%
"1,745",Unnatural History,"$44,485",-,-,"$44,485",100%
"1,746",Sashimi,"$44,434",-,-,"$44,434",100%
"1,747",National Theatre Live: The Hard Problem,"$44,076",-,-,"$44,076",100%
"1,748",4Got10,"$43,798",-,-,"$43,798",100%
"1,749",Russell Madness,"$43,288",-,-,"$43,288",100%
"1,750",Meus Dois Amores,"$43,160",-,-,"$43,160",100%
"1,751",Hear Me Move,"$43,096",-,-,"$43,096",100%
"1,752",Jenny's Wedding,"$42,927","$4,704",11%,"$38,223",89%
"1,753",Attack on Titan: The Wings of Freedom,"$42,910",-,-,"$42,910",100%
"1,754",Primates of the Caribbean 2015 Re-release,"$42,660",-,-,"$42,660",100%
"1,755",The Postman's White Nights,"$42,491",-,-,"$42,491",100%
"1,756",Alice: Boy from Wonderland,"$42,318",-,-,"$42,318",100%
"1,757",Slender,"$42,186",-,-,"$42,186",100%
"1,758",The Nightmare,"$41,853","$28,281",67.6%,"$13,572",32.4%
"1,759",The Legend of Longwood,"$41,807",-,-,"$41,807",100%
"1,760",The Road Within,"$41,760",-,-,"$41,760",100%
"1,761",Jingren de Xiyangyang 7,"$41,588",-,-,"$41,588",100%
"1,762",Censored Voices,"$41,260","$41,260",100%,-,-
"1,763",Steve McQueen: The Man & Le Mans,"$41,203","$6,843",16.6%,"$34,360",83.4%
"1,764",Molly Moon and the Incredible Book of Hypnotism,"$41,158",-,-,"$41,158",100%
"1,765",Under Electric Clouds,"$40,896",-,-,"$40,896",100%
"1,766",My Man,"$40,764",-,-,"$40,764",100%
"1,767",El apóstata,"$40,375",-,-,"$40,375",100%
"1,768",Extraterrestrial 2015 Re-release,"$40,107",-,-,"$40,107",100%
"1,769",Zelyonaya kareta,"$40,086",-,-,"$40,086",100%
"1,770",Im Knast: Der Zweiäugige unter den Blinden,"$39,645",-,-,"$39,645",100%
"1,771",Blue Spring Ride,"$39,453",-,-,"$39,453",100%
"1,772",Blind,"$39,434",-,-,"$39,434",100%
"1,773",Prophet's Prey,"$39,347","$39,347",100%,-,-
"1,774","3 1/2 Minutes, 10 Bullets","$39,263","$30,407",77.4%,"$8,856",22.6%
"1,775",Filth 2015 Re-release,"$39,261",-,-,"$39,261",100%
"1,776",Usturoi,"$39,090",-,-,"$39,090",100%
"1,777",Doll 2015 Re-release,"$38,418",-,-,"$38,418",100%
"1,778",Miracle: Devil Claus' Love and Magic,"$38,248",-,-,"$38,248",100%
"1,779",Swelter,"$38,158",-,-,"$38,158",100%
"1,780",The Blood Lands,"$38,086",-,-,"$38,086",100%
"1,781",Water Boyy,"$38,058",-,-,"$38,058",100%
"1,782",Tetarti 04:45,"$37,767",-,-,"$37,767",100%
"1,783",Out 1,"$37,743","$31,539",83.6%,"$6,204",16.4%
"1,784",Le Caravage,"$37,637",-,-,"$37,637",100%
"1,785",Simindis kundzuli,"$37,445",-,-,"$37,445",100%
"1,786",Match 2015 Re-release,"$37,285","$37,285",100%,-,-
"1,787",Soul Boys of the Western World,"$37,104",-,-,"$37,104",100%
"1,788",Local God,"$36,982",-,-,"$36,982",100%
"1,789",Grey Gardens,"$36,923","$36,923",100%,-,-
"1,790",The Two of Us,"$36,866",-,-,"$36,866",100%
"1,791",Sex Ed,"$36,842",-,-,"$36,842",100%
"1,792",Sister Code,"$36,676","$36,676",100%,-,-
"1,793",Unexpected,"$36,402","$23,986",65.9%,"$12,416",34.1%
"1,794",Welcome to Leith,"$36,380","$36,010",99%,$370,1%
"1,795",Girl Gets Girl,"$36,316",-,-,"$36,316",100%
"1,796",Drawers,"$35,910",-,-,"$35,910",100%
"1,797",Children of the 90th,"$35,834",-,-,"$35,834",100%
"1,798",Algeil Ar Rabea,"$35,782",-,-,"$35,782",100%
"1,799",One Floor Below,"$35,595",-,-,"$35,595",100%
"1,800",Finders Keepers,"$35,555","$35,555",100%,-,-
"1,801",Le frise ignoranti,"$35,465",-,-,"$35,465",100%
"1,802",Brotherhood of Tears 2015 Re-release,"$35,352",-,-,"$35,352",100%
"1,803",The Metropolitan Opera HD Live: Offenbach: Les contes d'Hoffmann,"$35,139",-,-,"$35,139",100%
"1,804",Una noche sin luna,"$34,536",-,-,"$34,536",100%
"1,805",The Nightingale 2015 Re-release,"$34,489",-,-,"$34,489",100%
"1,806",Ji xing gao zhao,"$34,459",-,-,"$34,459",100%
"1,807",Kuru Kuru and Friends: The Rainbow Tree Forest,"$34,393",-,-,"$34,393",100%
"1,808",Cosmos,"$34,393","$25,856",75.2%,"$8,537",24.8%
"1,809",Pierrot le Fou 2015 Re-release,"$34,371","$34,371",100%,-,-
"1,810",The Face of an Angel,"$34,194",-,-,"$34,194",100%
"1,811",Next Station I Love You,"$34,026",-,-,"$34,026",100%
"1,812",Kilo Two Bravo,"$34,017","$7,891",23.2%,"$26,126",76.8%
"1,813",Hrúturinn Hreinn,"$33,914",-,-,"$33,914",100%
"1,814",Mavi Gece,"$33,623",-,-,"$33,623",100%
"1,815",Messi,"$33,607",-,-,"$33,607",100%
"1,816",Al Laila Al kabeera,"$33,548",-,-,"$33,548",100%
"1,817",Sicarivs: La noche y el silencio,"$33,522",-,-,"$33,522",100%
"1,818",Teper ya budu lyubyty tebe,"$33,492",-,-,"$33,492",100%
"1,819",The Curse of Downers Grove,"$33,462",-,-,"$33,462",100%
"1,820",The Winding Stream,"$33,420","$33,420",100%,-,-
"1,821",Final Girl,"$33,411",-,-,"$33,411",100%
"1,822",June,"$32,872",-,-,"$32,872",100%
"1,823","Kamal Joumblatt, Witness and Martyr","$32,762",-,-,"$32,762",100%
"1,824",The Atticus Institute,"$32,521",-,-,"$32,521",100%
"1,825",The Norseman,"$32,487",-,-,"$32,487",100%
"1,826",Hunting the Phantom,"$32,182",-,-,"$32,182",100%
"1,827",Alien 2015 Re-release,"$32,133",-,-,"$32,133",100%
"1,828",Pettson & Findus - Katten och gubbens år 2015 Re-release,"$31,974",-,-,"$31,974",100%
"1,829",The Nutcracker: The Untold Story 2015 Re-release,"$31,901",-,-,"$31,901",100%
"1,830",Melody,"$31,889",-,-,"$31,889",100%
"1,831",Amira & Sam,"$31,849","$31,849",100%,-,-
"1,832",Master and Tatyana,"$31,745",-,-,"$31,745",100%
"1,833",Keep My Words Forever,"$31,653",-,-,"$31,653",100%
"1,834",Don Verdean,"$31,309","$31,309",100%,-,-
"1,835",Gonchi la película,"$31,261",-,-,"$31,261",100%
"1,836",How to Change the World,"$31,191",-,-,"$31,191",100%
"1,837",Pasaje de vida,"$31,080",-,-,"$31,080",100%
"1,838",10 Endrathukulla,"$30,598",-,-,"$30,598",100%
"1,839",Mara and the Firebringer,"$30,549",-,-,"$30,549",100%
"1,840",Broken Horses,"$30,288",-,-,"$30,288",100%
"1,841",Army of Shadows 2015 Re-release,"$30,190","$30,190",100%,-,-
"1,842",Runoff,"$30,186","$30,186",100%,-,-
"1,843",Paul Taylor: Creative Domain,"$30,168","$30,168",100%,-,-
"1,844",The Buried Secret,"$29,847",-,-,"$29,847",100%
"1,845",Tehlikeyle Flört,"$29,795",-,-,"$29,795",100%
"1,846",SMTown: The Stage,"$29,713",-,-,"$29,713",100%
"1,847",Yabanci 2015 Re-release,"$29,550",-,-,"$29,550",100%
"1,848",Let Us Prey,"$29,383",-,-,"$29,383",100%
"1,849",Dracula 3D 2015 Re-release,"$29,354",-,-,"$29,354",100%
"1,850",Tut Sözünü,"$29,301",-,-,"$29,301",100%
"1,851",Stúlkurnar frá Kleppjárnsreykjum,"$29,283",-,-,"$29,283",100%
"1,852",Dartmoor Killing,"$29,198",-,-,"$29,198",100%
"1,853",Plastic 2015 Re-release,"$29,159",-,-,"$29,159",100%
"1,854",At Middleton 2015 Re-release,"$29,156",-,-,"$29,156",100%
"1,855",Everyone Is Psychic!: The Movie,"$29,117",-,-,"$29,117",100%
"1,856",Chucks,"$29,090",-,-,"$29,090",100%
"1,857",Being 14,"$28,870",-,-,"$28,870",100%
"1,858",Zarafa 2015 Re-release,"$28,805",-,-,"$28,805",100%
"1,859",Rebels of the Neon God,"$28,791","$28,791",100%,-,-
"1,860",Americons,"$28,782","$28,782",100%,-,-
"1,861",Anatakan,"$28,521",-,-,"$28,521",100%
"1,862",Doctor Who: The Husbands of River Song,"$28,418",-,-,"$28,418",100%
"1,863",Arabian Nights: Volume 1 - The Restless One,"$28,245","$12,260",43.4%,"$15,985",56.6%
"1,864","Like Sunday, Like Rain","$28,208","$28,208",100%,-,-
"1,865",7 Chinese Brothers,"$28,180","$28,180",100%,-,-
"1,866",Bikes vs Cars,"$28,072","$28,072",100%,-,-
"1,867",Sembene!,"$28,059","$28,059",100%,-,-
"1,868",Eva Nová,"$27,745",-,-,"$27,745",100%
"1,869",The Deep Blue Sea 2015 Re-release,"$27,707",-,-,"$27,707",100%
"1,870",Angel Whispers,"$27,590",-,-,"$27,590",100%
"1,871",Eva Doesn't Sleep,"$27,556",-,-,"$27,556",100%
"1,872",Soldiers of the Damned,"$27,267",-,-,"$27,267",100%
"1,873",Deux au carré,"$27,245",-,-,"$27,245",100%
"1,874",My Friend from the Park,"$27,216",-,-,"$27,216",100%
"1,875",Latitude 6,"$27,108",-,-,"$27,108",100%
"1,876",Purgatorio 2015 Re-release,"$27,010",-,-,"$27,010",100%
"1,877",Beautiful Girl,"$26,977",-,-,"$26,977",100%
"1,878",407 Dark Flight 3D 2015 Re-release,"$26,951",-,-,"$26,951",100%
"1,879",To Life!,"$26,860",-,-,"$26,860",100%
"1,880",No Tears for the Dead 2015 Re-release,"$26,750",-,-,"$26,750",100%
"1,881",Tap World,"$26,747","$26,747",100%,-,-
"1,882",Peace Officer,"$26,632","$26,632",100%,-,-
"1,883",Montanha,"$26,550",-,-,"$26,550",100%
"1,884",The Boat Race 2015 Re-release,"$26,212",-,-,"$26,212",100%
"1,885",Dürrenmatt: Eine Liebesgeschichte,"$26,102",-,-,"$26,102",100%
"1,886",Kanli Postal,"$26,052",-,-,"$26,052",100%
"1,887",Reach Me,"$26,013",-,-,"$26,013",100%
"1,888",Horses of God 2015 Re-release,"$25,735",-,-,"$25,735",100%
"1,889",NBC White Paper: Railroads: The End of the Line?,"$25,654",-,-,"$25,654",100%
"1,890",Over the Years,"$25,566",-,-,"$25,566",100%
"1,891",Rediscover Sautet,"$25,314","$25,314",100%,-,-
"1,892",The Merger,"$25,251",-,-,"$25,251",100%
"1,893",NeTikros prancuziskos vestuves,"$25,052",-,-,"$25,052",100%
"1,894",O Último Cine Drive-in,"$24,962",-,-,"$24,962",100%
"1,895",R100,"$24,956","$24,956",100%,-,-
"1,896",They Are All Dead 2015 Re-release,"$24,918",-,-,"$24,918",100%
"1,897",Hedi Schneider Is Stuck,"$24,788",-,-,"$24,788",100%
"1,898",La tierra roja,"$24,741",-,-,"$24,741",100%
"1,899",Axel: The Biggest Little Hero,"$24,702",-,-,"$24,702",100%
"1,900",Roy,"$24,669",-,-,"$24,669",100%
"1,901",El Beneficio de la Duda,"$24,668",-,-,"$24,668",100%
"1,902",Olvidados 2015 Re-release,"$24,638","$24,638",100%,-,-
"1,903",Accidental Love,"$24,487",-,-,"$24,487",100%
"1,904",David Bowie Is,"$24,438",-,-,"$24,438",100%
"1,905",Channo Kamli Yaar Di,"$24,404",-,-,"$24,404",100%
"1,906",Vincent Van Gogh - A New Way Of Seeing,"$24,241",-,-,"$24,241",100%
"1,907",Little Lord,"$24,224",-,-,"$24,224",100%
"1,908",Killbillies,"$24,070",-,-,"$24,070",100%
"1,909",Pasanga 2,"$23,953",-,-,"$23,953",100%
"1,910",Argentina,"$23,864","$14,869",62.3%,"$8,995",37.7%
"1,911",Bibi & Tina 2015 Re-release,"$23,791",-,-,"$23,791",100%
"1,912",The Furthest End Awaits,"$23,766",-,-,"$23,766",100%
"1,913",My Papa Rich,"$23,687",-,-,"$23,687",100%
"1,914",The Down,"$23,544",-,-,"$23,544",100%
"1,915",10 Billion - What's on your plate?,"$23,389",-,-,"$23,389",100%
"1,916",Can't Stand Losing You: Surviving the Police,"$23,262","$23,262",100%,-,-
"1,917",The Liar,"$22,953",-,-,"$22,953",100%
"1,918",Abraham,"$22,929",-,-,"$22,929",100%
"1,919",B-Movie: Lust & Sound in West-Berlin 1979-1989,"$22,721",-,-,"$22,721",100%
"1,920",Faraar,"$22,316",-,-,"$22,316",100%
"1,921",Metropolitan 2015 Re-release,"$22,284","$22,284",100%,-,-
"1,922",Slow Learners,"$22,272","$22,272",100%,-,-
"1,923",Princess Cut,"$22,167","$22,167",100%,-,-
"1,924",We Will Be the World Champions,"$22,150",-,-,"$22,150",100%
"1,925",Albatross,"$21,953",-,-,"$21,953",100%
"1,926",Antoine and Sebastian 2015 Re-release,"$21,949",-,-,"$21,949",100%
"1,927",Animals 2015 Re-release,"$21,821","$21,821",100%,-,-
